code	macd	name	pe	roe
601688	华泰证券	0.16547749521118948	13.72	10.62
000338	潍柴动力	0.053024293075193796	9.89	19.32
000776	广发证券	0.1097187175343396	14.74	10.12
002624	完美世界	0.3786465813383706	28.83	18.89
300144	宋城演艺	0.08466685158388176	28.3	14.56
